kind,run_folder,case_label,total,correct,wrong,accuracy_pct,wrong_pct
RUN_CASE,second run,noisy_half_text[punctuation] + half_diagram,90,8,82,8.889,91.111
RUN_CASE,second run,noisy_half_text[sentence] + half_diagram,90,8,82,8.889,91.111
RUN_CASE,second run,noisy_half_text[typo] + half_diagram,90,7,83,7.778,92.222
RUN_CASE,second run,half_text + noisy_half_diagram[bg_change],90,9,81,10.0,90.0
RUN_CASE,second run,half_text + noisy_half_diagram[blur],90,11,79,12.222,87.778
RUN_CASE,second run,half_text + noisy_half_diagram[illumination],90,8,82,8.889,91.111
RUN_CASE,second run,half_text + noisy_half_diagram[irr_objects],90,8,82,8.889,91.111
RUN_CASE,second run,half_text + noisy_half_diagram[pixel_noise],90,11,79,12.222,87.778
RUN_CASE,third run,full_text + full_diagram,90,12,78,13.333,86.667
RUN_CASE,third run,half_text + half_diagram,90,8,82,8.889,91.111
RUN_CASE,third run,noisy_text[numeric] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,third run,noisy_text[punctuation] + full_diagram,90,12,78,13.333,86.667
RUN_CASE,third run,noisy_text[sentence] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,third run,noisy_text[typo] + full_diagram,90,15,75,16.667,83.333
RUN_CASE,third run,full_text + noisy_diagram[bg_change],90,12,78,13.333,86.667
RUN_CASE,third run,full_text + noisy_diagram[blur],90,8,82,8.889,91.111
RUN_CASE,third run,full_text + noisy_diagram[illumination],90,13,77,14.444,85.556
RUN_CASE,third run,full_text + noisy_diagram[irr_objects],90,12,78,13.333,86.667
RUN_CASE,third run,full_text + noisy_diagram[pixel_noise],90,11,79,12.222,87.778
RUN_CASE,third run,noisy_half_text[numeric] + half_diagram,90,9,81,10.0,90.0
RUN_CASE,third run,noisy_half_text[punctuation] + half_diagram,90,6,84,6.667,93.333
RUN_CASE,third run,noisy_half_text[sentence] + half_diagram,90,9,81,10.0,90.0
RUN_CASE,third run,noisy_half_text[typo] + half_diagram,90,5,85,5.556,94.444
RUN_CASE,third run,half_text + noisy_half_diagram[bg_change],90,6,84,6.667,93.333
RUN_CASE,third run,half_text + noisy_half_diagram[blur],90,12,78,13.333,86.667
RUN_CASE,third run,half_text + noisy_half_diagram[illumination],90,11,79,12.222,87.778
RUN_CASE,third run,half_text + noisy_half_diagram[irr_objects],90,7,83,7.778,92.222
RUN_CASE,third run,half_text + noisy_half_diagram[pixel_noise],90,10,80,11.111,88.889
CASE_ALL_RUNS,,full_text + full_diagram,270,30,240,11.111,88.889
CASE_ALL_RUNS,,half_text + half_diagram,270,28,242,10.37,89.63
CASE_ALL_RUNS,,noisy_text[numeric] + full_diagram,270,39,231,14.444,85.556
CASE_ALL_RUNS,,noisy_text[punctuation] + full_diagram,270,40,230,14.815,85.185
CASE_ALL_RUNS,,noisy_text[sentence] + full_diagram,270,42,228,15.556,84.444
CASE_ALL_RUNS,,noisy_text[typo] + full_diagram,270,39,231,14.444,85.556
CASE_ALL_RUNS,,full_text + noisy_diagram[bg_change],270,34,236,12.593,87.407
CASE_ALL_RUNS,,full_text + noisy_diagram[blur],270,37,233,13.704,86.296
CASE_ALL_RUNS,,full_text + noisy_diagram[illumination],270,41,229,15.185,84.815
CASE_ALL_RUNS,,full_text + noisy_diagram[irr_objects],270,41,229,15.185,84.815
CASE_ALL_RUNS,,full_text + noisy_diagram[pixel_noise],270,39,231,14.444,85.556
CASE_ALL_RUNS,,noisy_half_text[numeric] + half_diagram,270,26,244,9.63,90.37
CASE_ALL_RUNS,,noisy_half_text[punctuation] + half_diagram,270,23,247,8.519,91.481
CASE_ALL_RUNS,,noisy_half_text[sentence] + half_diagram,270,28,242,10.37,89.63
CASE_ALL_RUNS,,noisy_half_text[typo] + half_diagram,270,16,254,5.926,94.074
CASE_ALL_RUNS,,half_text + noisy_half_diagram[bg_change],270,23,247,8.519,91.481
CASE_ALL_RUNS,,half_text + noisy_half_diagram[blur],270,36,234,13.333,86.667
CASE_ALL_RUNS,,half_text + noisy_half_diagram[illumination],270,29,241,10.741,89.259
CASE_ALL_RUNS,,half_text + noisy_half_diagram[irr_objects],270,20,250,7.407,92.593
CASE_ALL_RUNS,,half_text + noisy_half_diagram[pixel_noise],270,33,237,12.222,87.778
