kind,model,run,case_label,total,correct,wrong,accuracy_pct,wrong_pct,runs_count,avg_accuracy_pct,min_accuracy_pct,max_accuracy_pct,accuracy_spread_pct,best_run,best_run_accuracy_pct,worst_run,worst_run_accuracy_pct
MODEL_RUN_CASE,google/gemma-3-4b-it,run-1,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-1,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + full_diagram,90,21,69,23.333,76.667,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-2,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + full_diagram,90,21,69,23.333,76.667,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,google/gemma-3-4b-it,run-3,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + full_diagram,90,49,41,54.444,45.556,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-1,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + full_diagram,90,48,42,53.333,46.667,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-2,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + full_diagram,90,49,41,54.444,45.556,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,meta-llama/llama-4-scout,run-3,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + full_diagram,90,20,70,22.222,77.778,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-1,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + full_diagram,90,17,73,18.889,81.111,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-2,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + full_diagram,90,17,73,18.889,81.111,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
