run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-1-gemma,full_text + full_diagram,55,55°,70,0,OK
run-1-gemma,full_text + full_diagram,56,40°,20 degrees,0,OK
run-1-gemma,full_text + full_diagram,57,20°,DCB,0,OK
run-1-gemma,full_text + full_diagram,58,55°,90,0,OK
run-1-gemma,full_text + full_diagram,59,50°,80 degrees,0,OK
run-1-gemma,full_text + full_diagram,60,45°,135°,0,OK
run-1-gemma,full_text + full_diagram,64,40cm,160,0,OK
run-1-gemma,full_text + full_diagram,72,8cm,8,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,73,140°,70_deg,0,OK
run-1-gemma,full_text + full_diagram,78,125°,70_deg,0,OK
run-1-gemma,full_text + full_diagram,79,16cm,32,0,OK
run-1-gemma,full_text + full_diagram,81,25°,90_deg,0,OK
run-1-gemma,full_text + full_diagram,84,√{3},unknown,0,OK
run-1-gemma,full_text + full_diagram,86,2√{3},BC,0,OK
run-1-gemma,full_text + full_diagram,88,128°,BOC,0,OK
run-1-gemma,full_text + full_diagram,95,30°,90_deg,0,OK
run-1-gemma,full_text + full_diagram,99,64°,The measure of angle CAB is unknown.,0,OK
run-1-gemma,full_text + full_diagram,108,8m,8 units,1,OK
run-1-gemma,full_text + full_diagram,109,40°,90_deg,0,OK
run-1-gemma,full_text + full_diagram,112,2.4,Unknown,0,OK
run-1-gemma,full_text + full_diagram,114,\frac{1}{2}cm^{2},The area of the shaded part is unknown.,0,OK
run-1-gemma,full_text + full_diagram,115,4πcm,36π,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,117,2√{2}cm,3 cm,0,OK
run-1-gemma,full_text + full_diagram,119,240cm^{2},24,0,OK
run-1-gemma,full_text + full_diagram,120,9πcm^{2},10,0,OK
run-1-gemma,full_text + full_diagram,123,15π,6,0,OK
run-1-gemma,full_text + full_diagram,128,4cm,6,0,OK
run-1-gemma,full_text + full_diagram,132,10.2m,15.6,0,OK
run-1-gemma,full_text + full_diagram,133,120m,120.0 m,1,OK
run-1-gemma,full_text + full_diagram,149,\frac{20}{3},10,0,OK
run-1-gemma,full_text + full_diagram,150,\frac{40}{7}m,9,0,OK
run-1-gemma,full_text + full_diagram,151,5.1,Unknown,0,OK
run-1-gemma,full_text + full_diagram,152,4m,1.4,0,OK
run-1-gemma,full_text + full_diagram,153,1.5m,Unknown,0,OK
run-1-gemma,full_text + full_diagram,157,\frac{3}{5},03-May,1,OK
run-1-gemma,full_text + full_diagram,165,\frac{√{3}}{2},01-Feb,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,198,60,The area is unknown.,0,OK
run-1-gemma,full_text + full_diagram,207,157.1,15.7,0,OK
run-1-gemma,full_text + full_diagram,210,15,Unknown,0,OK
run-1-gemma,full_text + full_diagram,211,38,33°,0,OK
run-1-gemma,full_text + full_diagram,223,\sqrt{7},√7,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,239,8,16,0,OK
run-1-gemma,full_text + full_diagram,243,1591,3482,0,OK
run-1-gemma,full_text + full_diagram,257,15,12,0,OK
run-1-gemma,full_text + full_diagram,264,60,10x,0,OK
run-1-gemma,full_text + full_diagram,281,0.38,0.69,0,OK
run-1-gemma,full_text + full_diagram,327,11.8,335,0,OK
run-1-gemma,full_text + full_diagram,348,285,198,0,OK
run-1-gemma,full_text + full_diagram,364,74.85,50.7,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,365,23.9,36.8,0,OK
run-1-gemma,full_text + full_diagram,420,8,x = 2 * sqrt(34),0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,432,8.246,The distance is not specified in the provided triples.,0,OK
run-1-gemma,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is not provided in the given triples.,0,OK
run-1-gemma,full_text + full_diagram,441,$\frac{4}{5}$,5/sqrt(2),0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + full_diagram,447,$\frac{20}{29}$,1,0,OK
run-1-gemma,full_text + full_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-gemma,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,"The equation of the circle is (x - center_x)^2 + (y - center_y)^2 = 6^2, where (center_x, center_y) is the center of the circle.",0,OK
run-1-gemma,full_text + full_diagram,472,"(0,0)",Point3,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],1,140°,60°,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],2,65°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],3,55°,55,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],4,27°,The measure of angle OCB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],7,45°,35°,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],8,3cm,7,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],9,6cm,Cannot be determined,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],10,72°,72°,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],11,84°,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],14,55°,35_deg,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],16,25°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],17,65°,The measure of angle COD is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],20,20°,90,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],22,62°,unknown,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],25,65°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],26,12,22.0 m,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],29,115°,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],30,60°,30 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],32,76°,52 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],34,80°,The measure of angle 2 = CQF is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],36,20°,The measure of BAC is not provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],37,25°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],38,40°,Information about BAC is not provided.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],40,50°,The measure of ∠BFD is not explicitly provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],43,40°,The measure of ∠DOB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],44,9m,1.5,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],45,70°,35 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],46,110°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],48,130°,100°,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],49,100°,The measure of angle ABC is not explicitly provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],50,140°,50 degrees,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],53,55°,b,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],55,55°,3,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],56,40°,20_deg,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],57,20°,20 degrees,1,OK
run-1-gemma,full_text + noisy_diagram[bg_change],58,55°,55,1,OK
run-1-gemma,full_text + noisy_diagram[bg_change],59,50°,80_deg,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],60,45°,135_deg,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],64,40cm,160,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],72,8cm,Cannot be determined,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],73,140°,The measure of ∠AOC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],78,125°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],79,16cm,32,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],81,25°,90_deg,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],84,√{3},1,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],86,2√{3},The length of BC is not explicitly provided in the triples.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],88,128°,BOC,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],95,30°,90 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],99,64°,26,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],108,8m,8 units,1,OK
run-1-gemma,full_text + noisy_diagram[bg_change],109,40°,130,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],112,2.4,13.2,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],114,\frac{1}{2}cm^{2},1,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],115,4πcm,12 units,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],117,2√{2}cm,The height is not explicitly stated.,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],119,240cm^{2},24,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],120,9πcm^{2},Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],128,4cm,6 units,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],132,10.2m,2.6,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],133,120m,80.0 m,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],149,\frac{20}{3},10,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],150,\frac{40}{7}m,BC,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],151,5.1,1.7,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],152,4m,1.9,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],153,1.5m,1.8,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],157,\frac{3}{5},04-May,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],165,\frac{√{3}}{2},1/sqrt(5),0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],198,60,60,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],207,157.1,14.1,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],210,15,17,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],211,38,33°,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],223,\sqrt{7},x = √7,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],239,8,4,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],243,1591,3482,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],257,15,16,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],264,60,10x,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],281,0.38,0.69,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],327,11.8,10.7,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],348,285,198,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],364,74.85,35.5,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],365,23.9,51.3,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[bg_change],420,8,10 cm,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],432,8.246,5_units,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,"The hyperbola has vertices at (2, -3) and (-8, -3) and center at (-3, -3).",0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],441,$\frac{4}{5}$,04-May,1,OK
run-1-gemma,full_text + noisy_diagram[bg_change],447,$\frac{20}{29}$,1,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],449,$\frac{1}{x}$,1,0,OK
run-1-gemma,full_text + noisy_diagram[bg_change],457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,1,OK
run-1-gemma,full_text + noisy_diagram[bg_change],472,"(0,0)",O,0,OK
run-1-gemma,full_text + noisy_diagram[blur],1,140°,80_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],2,65°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],3,55°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],4,27°,The measure of angle OCB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],7,45°,35°,0,OK
run-1-gemma,full_text + noisy_diagram[blur],8,3cm,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[blur],9,6cm,Cannot be determined,0,OK
run-1-gemma,full_text + noisy_diagram[blur],10,72°,90_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],11,84°,36_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],14,55°,35_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],16,25°,50,0,OK
run-1-gemma,full_text + noisy_diagram[blur],17,65°,The measure of angle COD is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],20,20°,140,0,OK
run-1-gemma,full_text + noisy_diagram[blur],22,62°,The measure of angle OBC is not provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],25,65°,100_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],26,12,22,0,OK
run-1-gemma,full_text + noisy_diagram[blur],29,115°,The degree of angle BDC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],30,60°,The size of angle AOB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],32,76°,52_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],34,80°,100%,0,OK
run-1-gemma,full_text + noisy_diagram[blur],36,20°,Not provided,0,OK
run-1-gemma,full_text + noisy_diagram[blur],37,25°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],38,40°,The measure of BAC is not provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],40,50°,50°,1,OK
run-1-gemma,full_text + noisy_diagram[blur],43,40°,DOB,0,OK
run-1-gemma,full_text + noisy_diagram[blur],44,9m,1.5,0,OK
run-1-gemma,full_text + noisy_diagram[blur],45,70°,35 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],46,110°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],48,130°,100 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],49,100°,The measure of angle ABC is not provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],50,140°,unknown,0,OK
run-1-gemma,full_text + noisy_diagram[blur],53,55°,BFD,0,OK
run-1-gemma,full_text + noisy_diagram[blur],55,55°,3,0,OK
run-1-gemma,full_text + noisy_diagram[blur],56,40°,20 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],57,20°,20 degrees,1,OK
run-1-gemma,full_text + noisy_diagram[blur],58,55°,55,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],59,50°,The measure of ∠BAC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],60,45°,135°,0,OK
run-1-gemma,full_text + noisy_diagram[blur],64,40cm,160,0,OK
run-1-gemma,full_text + noisy_diagram[blur],72,8cm,16,0,OK
run-1-gemma,full_text + noisy_diagram[blur],73,140°,The measure of ∠AOC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],78,125°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[blur],79,16cm,32,0,OK
run-1-gemma,full_text + noisy_diagram[blur],81,25°,45 degrees,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],84,√{3},BC,0,OK
run-1-gemma,full_text + noisy_diagram[blur],86,2√{3},BC,0,OK
run-1-gemma,full_text + noisy_diagram[blur],88,128°,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[blur],95,30°,90,0,OK
run-1-gemma,full_text + noisy_diagram[blur],99,64°,The degree of angle CAB is not provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],108,8m,8 units,1,OK
run-1-gemma,full_text + noisy_diagram[blur],109,40°,90_deg,0,OK
run-1-gemma,full_text + noisy_diagram[blur],112,2.4,1.8,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],114,\frac{1}{2}cm^{2},0.5,1,OK
run-1-gemma,full_text + noisy_diagram[blur],115,4πcm,18 + 4 * pi,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],117,2√{2}cm,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[blur],119,240cm^{2},Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[blur],120,9πcm^{2},20,0,OK
run-1-gemma,full_text + noisy_diagram[blur],123,15π,47.12,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],128,4cm,6,0,OK
run-1-gemma,full_text + noisy_diagram[blur],132,10.2m,15.6,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],133,120m,80.0 m,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],149,\frac{20}{3},10,0,OK
run-1-gemma,full_text + noisy_diagram[blur],150,\frac{40}{7}m,BC,0,OK
run-1-gemma,full_text + noisy_diagram[blur],151,5.1,The height of the tree is 20.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],152,4m,3.5,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],153,1.5m,1.8,0,OK
run-1-gemma,full_text + noisy_diagram[blur],157,\frac{3}{5},03-May,1,OK
run-1-gemma,full_text + noisy_diagram[blur],165,\frac{√{3}}{2},sin(B) cannot be determined.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],198,60,13,0,OK
run-1-gemma,full_text + noisy_diagram[blur],207,157.1,100,0,OK
run-1-gemma,full_text + noisy_diagram[blur],210,15,16,0,OK
run-1-gemma,full_text + noisy_diagram[blur],211,38,33°,0,OK
run-1-gemma,full_text + noisy_diagram[blur],223,\sqrt{7},5,0,OK
run-1-gemma,full_text + noisy_diagram[blur],239,8,16,0,OK
run-1-gemma,full_text + noisy_diagram[blur],243,1591,3482,0,OK
run-1-gemma,full_text + noisy_diagram[blur],257,15,11,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[blur],264,60,10x,0,OK
run-1-gemma,full_text + noisy_diagram[blur],281,0.38,0.77,0,OK
run-1-gemma,full_text + noisy_diagram[blur],327,11.8,10.7,0,OK
run-1-gemma,full_text + noisy_diagram[blur],348,285,198,0,OK
run-1-gemma,full_text + noisy_diagram[blur],364,74.85,35.5,0,OK
run-1-gemma,full_text + noisy_diagram[blur],365,23.9,0,0,OK
run-1-gemma,full_text + noisy_diagram[blur],420,8,x = 6 cm,0,OK
run-1-gemma,full_text + noisy_diagram[blur],432,8.246,5 units,0,OK
run-1-gemma,full_text + noisy_diagram[blur],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is (x - 0)^2 - (y + 3)^2 = 1,0,OK
run-1-gemma,full_text + noisy_diagram[blur],441,$\frac{4}{5}$,04-May,1,OK
run-1-gemma,full_text + noisy_diagram[blur],447,$\frac{20}{29}$,The value of cos(a) cannot be determined from the provided triples.,0,OK
run-1-gemma,full_text + noisy_diagram[blur],449,$\frac{1}{x}$,1,0,OK
run-1-gemma,full_text + noisy_diagram[blur],457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,1,OK
run-1-gemma,full_text + noisy_diagram[blur],472,"(0,0)",The center of the semicircle is the intersection of the x-axis and the y-axis.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],1,140°,80,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],2,65°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],3,55°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],4,27°,The measure of angle C is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],7,45°,35°,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],8,3cm,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],9,6cm,Cannot be determined,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],10,72°,36,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],11,84°,36_deg,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],14,55°,The measure of angle ACB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],16,25°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],17,65°,The measure of angle COD is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],20,20°,140,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],22,62°,28 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],25,65°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],26,12,3.2m,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],29,115°,The measure of ∠BDC is not explicitly provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],30,60°,The size of angle AOB is not explicitly provided in the given triples.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],32,76°,52 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],34,80°,The measure of angle 2 is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],36,20°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],37,25°,50 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],38,40°,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],40,50°,Unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],43,40°,30°,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],44,9m,1.5,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],45,70°,35 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],46,110°,70_deg,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],48,130°,The measure of angle BAC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],49,100°,35_deg,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],50,140°,unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],53,55°,BFD,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],55,55°,70.0°,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],56,40°,20 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],57,20°,DCB,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],58,55°,125_deg,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],59,50°,The measure of ∠BAC is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],60,45°,135°,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],64,40cm,160,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],72,8cm,16,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],73,140°,70_deg,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],78,125°,70 degrees,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],79,16cm,32,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],81,25°,25,1,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],84,√{3},unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],86,2√{3},unknown,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],88,128°,64,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],95,30°,90_deg,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],99,64°,The degree of angle CAB is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],108,8m,8 units,1,OK
run-1-gemma,full_text + noisy_diagram[illumination],109,40°,The angle between DE and EC at E is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],112,2.4,1.8,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],114,\frac{1}{2}cm^{2},01-Feb,1,OK
run-1-gemma,full_text + noisy_diagram[illumination],115,4πcm,12,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],117,2√{2}cm,The height of the cone is unknown.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],119,240cm^{2},24,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],120,9πcm^{2},10,0,OK_AFTER_JSON_REPAIR
run-1-gemma,full_text + noisy_diagram[illumination],123,15π,Cannot be determined.,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],128,4cm,12,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],132,10.2m,1.6,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],133,120m,140.0 m,0,OK
run-1-gemma,full_text + noisy_diagram[illumination],149,\frac{20}{3},10,0,OK
