run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-1-mistral,full_text + full_diagram,50,140°,40_deg,0,OK
run-1-mistral,full_text + full_diagram,53,55°,55_deg,1,OK
run-1-mistral,full_text + full_diagram,55,55°,90 degrees,0,OK
run-1-mistral,full_text + full_diagram,56,40°,40_deg,1,OK
run-1-mistral,full_text + full_diagram,57,20°,20_deg,1,OK
run-1-mistral,full_text + full_diagram,58,55°,55_deg,1,OK
run-1-mistral,full_text + full_diagram,59,50°,20_deg,0,OK
run-1-mistral,full_text + full_diagram,60,45°,45_deg,1,OK
run-1-mistral,full_text + full_diagram,64,40cm,100 units,0,OK
run-1-mistral,full_text + full_diagram,72,8cm,8 units,1,OK
run-1-mistral,full_text + full_diagram,73,140°,70_deg,0,OK
run-1-mistral,full_text + full_diagram,78,125°,70_deg,0,OK
run-1-mistral,full_text + full_diagram,79,16cm,16,1,OK
run-1-mistral,full_text + full_diagram,81,25°,25_deg,1,OK
run-1-mistral,full_text + full_diagram,84,√{3},1.0,0,OK
run-1-mistral,full_text + full_diagram,86,2√{3},2 units,0,OK
run-1-mistral,full_text + full_diagram,88,128°,64_deg,0,OK
run-1-mistral,full_text + full_diagram,95,30°,30 degrees,1,OK
run-1-mistral,full_text + full_diagram,99,64°,64 degrees,1,OK
run-1-mistral,full_text + full_diagram,108,8m,8 units,1,OK
run-1-mistral,full_text + full_diagram,109,40°,90,0,OK
run-1-mistral,full_text + full_diagram,112,2.4,2.5,0,OK
run-1-mistral,full_text + full_diagram,114,\frac{1}{2}cm^{2},0.25π,0,OK
run-1-mistral,full_text + full_diagram,115,4πcm,12π units,0,OK_AFTER_JSON_REPAIR
run-1-mistral,full_text + full_diagram,117,2√{2}cm,?,0,OK
run-1-mistral,full_text + full_diagram,119,240cm^{2},452.16 units^2,0,OK
run-1-mistral,full_text + full_diagram,120,9πcm^{2},25π square units,0,OK
run-1-mistral,full_text + full_diagram,123,15π,25.1327,0,OK
run-1-mistral,full_text + full_diagram,128,4cm,6√3 units,0,OK
run-1-mistral,full_text + full_diagram,132,10.2m,12.0,0,OK
run-1-mistral,full_text + full_diagram,133,120m,80.0_m,0,OK
run-1-mistral,full_text + full_diagram,149,\frac{20}{3},5 units,0,OK
run-1-mistral,full_text + full_diagram,150,\frac{40}{7}m,5/3,0,OK
run-1-mistral,full_text + full_diagram,151,5.1,?,0,OK
run-1-mistral,full_text + full_diagram,152,4m,?,0,OK
run-1-mistral,full_text + full_diagram,153,1.5m,?,0,OK
run-1-mistral,full_text + full_diagram,157,\frac{3}{5},4/5,0,OK
run-1-mistral,full_text + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
run-1-mistral,full_text + full_diagram,198,60,60,1,OK
run-1-mistral,full_text + full_diagram,207,157.1,100.0,0,OK
run-1-mistral,full_text + full_diagram,210,15,13 units,0,OK
run-1-mistral,full_text + full_diagram,211,38,83_deg,0,OK
run-1-mistral,full_text + full_diagram,223,\sqrt{7},10,0,OK
run-1-mistral,full_text + full_diagram,239,8,4 units,0,OK
run-1-mistral,full_text + full_diagram,243,1591,150x + 91,0,OK
run-1-mistral,full_text + full_diagram,257,15,10 units,0,OK_AFTER_JSON_REPAIR
run-1-mistral,full_text + full_diagram,264,60,10x,0,OK
run-1-mistral,full_text + full_diagram,281,0.38,0.96,0,OK
run-1-mistral,full_text + full_diagram,327,11.8,15.1,0,OK
run-1-mistral,full_text + full_diagram,348,285,285,1,OK
run-1-mistral,full_text + full_diagram,364,74.85,65.90,0,OK
run-1-mistral,full_text + full_diagram,365,23.9,1.8,0,OK
run-1-mistral,full_text + full_diagram,420,8,x is parallel to CD and equal in measure to BC,0,OK
run-1-mistral,full_text + full_diagram,432,8.246,10,0,OK
run-1-mistral,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,?,0,OK
run-1-mistral,full_text + full_diagram,441,$\frac{4}{5}$,unknown,0,OK
run-1-mistral,full_text + full_diagram,447,$\frac{20}{29}$,20/29,1,OK
run-1-mistral,full_text + full_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-mistral,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-0)^2 + (y-0)^2 = 6^2,0,OK
run-1-mistral,full_text + full_diagram,472,"(0,0)",C,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],1,140°,60_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],2,65°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],3,55°,35_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],4,27°,36_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],7,45°,35_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],8,3cm,5_units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],9,6cm,The perimeter of triangle DBE cannot be determined from the given triples.,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],10,72°,36_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],11,84°,96_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],14,55°,90,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],16,25°,90 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],17,65°,65_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],20,20°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],22,62°,28_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],25,65°,25 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],26,12,18.8_m,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],29,115°,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],30,60°,30_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],32,76°,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],34,80°,100_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],36,20°,90 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],37,25°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],38,40°,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],40,50°,50_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],43,40°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],44,9m,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],45,70°,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],46,110°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],48,130°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],49,100°,65_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],50,140°,140_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],53,55°,65_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],55,55°,35,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],56,40°,40_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],57,20°,20_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],58,55°,55_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],59,50°,80_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],60,45°,45 degrees,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],64,40cm,100 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],72,8cm,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],73,140°,140_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],78,125°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],79,16cm,The perimeter of triangle DCE cannot be determined from the given triples.,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],81,25°,40_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],84,√{3},1 unit,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],86,2√{3},2 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],88,128°,64_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],95,30°,150_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],99,64°,90,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],108,8m,8.0,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],109,40°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],112,2.4,1.8,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],114,\frac{1}{2}cm^{2},0.785,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],115,4πcm,6 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],117,2√{2}cm,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],119,240cm^{2},24.0 cm,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],120,9πcm^{2},25.0,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],123,15π,25.1327,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],128,4cm,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],132,10.2m,12.0,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],133,120m,60.0_m,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],149,\frac{20}{3},5 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],150,\frac{40}{7}m,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],151,5.1,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],152,4m,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],153,1.5m,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],157,\frac{3}{5},3/5,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],165,\frac{√{3}}{2},1/2,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],198,60,60 square units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],207,157.1,0,0,OK_AFTER_JSON_REPAIR
run-1-mistral,full_text + noisy_diagram[bg_change],210,15,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],211,38,38_deg,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],223,\sqrt{7},7,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],239,8,10 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],243,1591,150x + 91,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],257,15,The length of AE is not provided in the triples.,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],264,60,100°,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],281,0.38,0.6,0,OK_AFTER_JSON_REPAIR
run-1-mistral,full_text + noisy_diagram[bg_change],327,11.8,1.9,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],348,285,198,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],364,74.85,52.29,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],365,23.9,None,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],420,8,10 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],432,8.246,5 units,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],441,$\frac{4}{5}$,?,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],447,$\frac{20}{29}$,unknown,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],449,$\frac{1}{x}$,1,0,OK
run-1-mistral,full_text + noisy_diagram[bg_change],457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,1,OK
run-1-mistral,full_text + noisy_diagram[bg_change],472,"(0,0)",F,0,OK
run-1-mistral,full_text + noisy_diagram[blur],1,140°,40_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],2,65°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],3,55°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],4,27°,54 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[blur],7,45°,35_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],8,3cm,5_units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],9,6cm,Not enough information,0,OK
run-1-mistral,full_text + noisy_diagram[blur],10,72°,90 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[blur],11,84°,96_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],14,55°,90,0,OK
run-1-mistral,full_text + noisy_diagram[blur],16,25°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],17,65°,65_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],20,20°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],22,62°,28_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],25,65°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],26,12,22.0_m,0,OK
run-1-mistral,full_text + noisy_diagram[blur],29,115°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],30,60°,60_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],32,76°,90 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[blur],34,80°,100_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],36,20°,40_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],37,25°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],38,40°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],40,50°,50_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],43,40°,40_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],44,9m,1.5,0,OK
run-1-mistral,full_text + noisy_diagram[blur],45,70°,70_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],46,110°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],48,130°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],49,100°,65_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],50,140°,90_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],53,55°,55_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],55,55°,35 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[blur],56,40°,40 degrees,1,OK
run-1-mistral,full_text + noisy_diagram[blur],57,20°,20_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],58,55°,55_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],59,50°,80_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],60,45°,45_deg,1,OK
run-1-mistral,full_text + noisy_diagram[blur],64,40cm,100 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],72,8cm,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[blur],73,140°,?,0,OK
run-1-mistral,full_text + noisy_diagram[blur],78,125°,110_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],79,16cm,16,1,OK
run-1-mistral,full_text + noisy_diagram[blur],81,25°,20_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],84,√{3},1_unit,0,OK
run-1-mistral,full_text + noisy_diagram[blur],86,2√{3},2 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],88,128°,64_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],95,30°,90_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],99,64°,64 degrees,1,OK
run-1-mistral,full_text + noisy_diagram[blur],108,8m,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[blur],109,40°,60_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],112,2.4,?,0,OK
run-1-mistral,full_text + noisy_diagram[blur],114,\frac{1}{2}cm^{2},0.25π,0,OK
run-1-mistral,full_text + noisy_diagram[blur],115,4πcm,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],117,2√{2}cm,? cm,0,OK
run-1-mistral,full_text + noisy_diagram[blur],119,240cm^{2},24 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],120,9πcm^{2},25.0 square units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],123,15π,25.1327,0,OK
run-1-mistral,full_text + noisy_diagram[blur],128,4cm,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],132,10.2m,?,0,OK
run-1-mistral,full_text + noisy_diagram[blur],133,120m,80.0_m,0,OK
run-1-mistral,full_text + noisy_diagram[blur],149,\frac{20}{3},10.0,0,OK
run-1-mistral,full_text + noisy_diagram[blur],150,\frac{40}{7}m,5/3,0,OK
run-1-mistral,full_text + noisy_diagram[blur],151,5.1,40.0_units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],152,4m,2.1,0,OK
run-1-mistral,full_text + noisy_diagram[blur],153,1.5m,?,0,OK
run-1-mistral,full_text + noisy_diagram[blur],157,\frac{3}{5},4/5,0,OK
run-1-mistral,full_text + noisy_diagram[blur],165,\frac{√{3}}{2},1/2,0,OK
run-1-mistral,full_text + noisy_diagram[blur],198,60,56 square units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],207,157.1,100.3,0,OK
run-1-mistral,full_text + noisy_diagram[blur],210,15,12_units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],211,38,57_deg,0,OK
run-1-mistral,full_text + noisy_diagram[blur],223,\sqrt{7},4,0,OK
run-1-mistral,full_text + noisy_diagram[blur],239,8,9_units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],243,1591,150x + 91,0,OK
run-1-mistral,full_text + noisy_diagram[blur],257,15,10 units,0,OK
run-1-mistral,full_text + noisy_diagram[blur],264,60,100°,0,OK
run-1-mistral,full_text + noisy_diagram[blur],281,0.38,0.96,0,OK
run-1-mistral,full_text + noisy_diagram[blur],327,11.8,10.7,0,OK
run-1-mistral,full_text + noisy_diagram[blur],348,285,287,0,OK
run-1-mistral,full_text + noisy_diagram[blur],364,74.85,35.50,0,OK
run-1-mistral,full_text + noisy_diagram[blur],365,23.9,0.0,0,OK
run-1-mistral,full_text + noisy_diagram[blur],420,8,10_cm,0,OK
run-1-mistral,full_text + noisy_diagram[blur],432,8.246,5,0,OK
run-1-mistral,full_text + noisy_diagram[blur],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[blur],441,$\frac{4}{5}$,unknown,0,OK
run-1-mistral,full_text + noisy_diagram[blur],447,$\frac{20}{29}$,1,0,OK
run-1-mistral,full_text + noisy_diagram[blur],449,$\frac{1}{x}$,1,0,OK
run-1-mistral,full_text + noisy_diagram[blur],457,$(x-1)^{2}+(y-3)^{2}=36$,"The equation of the circle in standard form is (x - h)² + (y - k)² = r², where (h, k) is the center and r is the radius.",0,OK
run-1-mistral,full_text + noisy_diagram[blur],472,"(0,0)",0_7,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],1,140°,20_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],2,65°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],3,55°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],4,27°,54 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],7,45°,35_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],8,3cm,5_units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],9,6cm,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],10,72°,36_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],11,84°,96_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],14,55°,90,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],16,25°,50,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],17,65°,65_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],20,20°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],22,62°,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],25,65°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],26,12,22.0_m,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],29,115°,25_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],30,60°,90_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],32,76°,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],34,80°,100_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],36,20°,40_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],37,25°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],38,40°,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],40,50°,90 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],43,40°,30_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],44,9m,25_units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],45,70°,360 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],46,110°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],48,130°,50 degrees,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],49,100°,100_deg,1,OK_AFTER_JSON_REPAIR
run-1-mistral,full_text + noisy_diagram[illumination],50,140°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],53,55°,55_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],55,55°,35,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],56,40°,40 degrees,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],57,20°,20_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],58,55°,55_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],59,50°,80_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],60,45°,45_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],64,40cm,100 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],72,8cm,Cannot be determined,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],73,140°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],78,125°,70_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],79,16cm,AD,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],81,25°,20_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],84,√{3},1 unit,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],86,2√{3},2 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],88,128°,64_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],95,30°,30 degrees,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],99,64°,64_deg,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],108,8m,8 units,1,OK
run-1-mistral,full_text + noisy_diagram[illumination],109,40°,50_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],112,2.4,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],114,\frac{1}{2}cm^{2},0.5π,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],115,4πcm,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],117,2√{2}cm,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],119,240cm^{2},24_units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],120,9πcm^{2},25.0 square units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],123,15π,25.1327,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],128,4cm,12 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],132,10.2m,12,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],133,120m,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],149,\frac{20}{3},7 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],150,\frac{40}{7}m,5/3,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],151,5.1,3.4 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],152,4m,Unknown,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],153,1.5m,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],157,\frac{3}{5},4/5,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],165,\frac{√{3}}{2},0.5,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],198,60,56.25 square units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],207,157.1,181.5,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],210,15,4 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],211,38,83_deg,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],223,\sqrt{7},1,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],239,8,9 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],243,1591,150x + 91,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],257,15,7 units,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],264,60,100,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],281,0.38,0.96,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],327,11.8,10.7,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],348,285,198,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],364,74.85,57.59,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],365,23.9,0.0,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],420,8,10_cm,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],432,8.246,5,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,?,0,OK
run-1-mistral,full_text + noisy_diagram[illumination],441,$\frac{4}{5}$,?,0,OK
