kind,run_folder,case_label,total,correct,wrong,accuracy_pct,wrong_pct
RUN_CASE,run-3-mistral,full_text + noisy_diagram[irr_objects],90,11,79,12.222,87.778
RUN_CASE,run-3-mistral,full_text + noisy_diagram[pixel_noise],90,13,77,14.444,85.556
RUN_CASE,run-3-mistral,noisy_half_text[numeric] + half_diagram,90,14,76,15.556,84.444
RUN_CASE,run-3-mistral,noisy_half_text[punctuation] + half_diagram,90,15,75,16.667,83.333
RUN_CASE,run-3-mistral,noisy_half_text[sentence] + half_diagram,90,15,75,16.667,83.333
RUN_CASE,run-3-mistral,noisy_half_text[typo] + half_diagram,90,17,73,18.889,81.111
RUN_CASE,run-3-mistral,half_text + noisy_half_diagram[bg_change],90,17,73,18.889,81.111
RUN_CASE,run-3-mistral,half_text + noisy_half_diagram[blur],90,17,73,18.889,81.111
RUN_CASE,run-3-mistral,half_text + noisy_half_diagram[illumination],90,18,72,20.0,80.0
RUN_CASE,run-3-mistral,half_text + noisy_half_diagram[irr_objects],90,16,74,17.778,82.222
RUN_CASE,run-3-mistral,half_text + noisy_half_diagram[pixel_noise],90,13,77,14.444,85.556
CASE_ALL_RUNS,,full_text + full_diagram,270,42,228,15.556,84.444
CASE_ALL_RUNS,,half_text + half_diagram,270,42,228,15.556,84.444
CASE_ALL_RUNS,,noisy_text[numeric] + full_diagram,270,35,235,12.963,87.037
CASE_ALL_RUNS,,noisy_text[punctuation] + full_diagram,270,34,236,12.593,87.407
CASE_ALL_RUNS,,noisy_text[sentence] + full_diagram,270,38,232,14.074,85.926
CASE_ALL_RUNS,,noisy_text[typo] + full_diagram,270,39,231,14.444,85.556
CASE_ALL_RUNS,,full_text + noisy_diagram[bg_change],270,41,229,15.185,84.815
CASE_ALL_RUNS,,full_text + noisy_diagram[blur],270,35,235,12.963,87.037
CASE_ALL_RUNS,,full_text + noisy_diagram[illumination],270,38,232,14.074,85.926
CASE_ALL_RUNS,,full_text + noisy_diagram[irr_objects],270,35,235,12.963,87.037
CASE_ALL_RUNS,,full_text + noisy_diagram[pixel_noise],270,34,236,12.593,87.407
CASE_ALL_RUNS,,noisy_half_text[numeric] + half_diagram,270,45,225,16.667,83.333
CASE_ALL_RUNS,,noisy_half_text[punctuation] + half_diagram,270,47,223,17.407,82.593
CASE_ALL_RUNS,,noisy_half_text[sentence] + half_diagram,270,40,230,14.815,85.185
CASE_ALL_RUNS,,noisy_half_text[typo] + half_diagram,270,48,222,17.778,82.222
CASE_ALL_RUNS,,half_text + noisy_half_diagram[bg_change],270,50,220,18.519,81.481
CASE_ALL_RUNS,,half_text + noisy_half_diagram[blur],270,49,221,18.148,81.852
CASE_ALL_RUNS,,half_text + noisy_half_diagram[illumination],270,51,219,18.889,81.111
CASE_ALL_RUNS,,half_text + noisy_half_diagram[irr_objects],270,44,226,16.296,83.704
CASE_ALL_RUNS,,half_text + noisy_half_diagram[pixel_noise],270,39,231,14.444,85.556
