run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-1-llama,full_text + full_diagram,449,$\frac{1}{x}$,1 / cos(θ),0,OK
run-1-llama,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
run-1-llama,full_text + full_diagram,472,"(0,0)",C,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],1,140°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],2,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],3,55°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],4,27°,72_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],7,45°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],8,3cm,5.0_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],9,6cm,12.0_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],10,72°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],11,84°,96_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],14,55°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],16,25°,25_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],17,65°,65_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],20,20°,20_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],22,62°,28,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],25,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],26,12,3.2m,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],29,115°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],30,60°,unknown,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],32,76°,52_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],34,80°,100_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],36,20°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],37,25°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],38,40°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],40,50°,50_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],43,40°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],44,9m,30_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],45,70°,70_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],46,110°,70,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],48,130°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],49,100°,Cannot be determined,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],50,140°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],53,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],55,55°,90,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],56,40°,20,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],57,20°,20_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],58,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],59,50°,50_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],60,45°,45°,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],64,40cm,160,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],72,8cm,8_units,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],73,140°,60_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],78,125°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],79,16cm,28,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],81,25°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],84,√{3},1,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],86,2√{3},2.0_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],88,128°,80,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],95,30°,60,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],99,64°,90,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],108,8m,6_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],109,40°,40_deg,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],112,2.4,2.4,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],114,\frac{1}{2}cm^{2},0.25,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],115,4πcm,12_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],117,2√{2}cm,unknown,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],119,240cm^{2},2880,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],120,9πcm^{2},25*π,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],123,15π,12π,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],128,4cm,6_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],132,10.2m,12.0,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],133,120m,?,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],149,\frac{20}{3},6.0_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],150,\frac{40}{7}m,"BC = sqrt( (AB + BD)^2 - (BD)^2 ) is not computable, but BC = sqrt( (BD)^2 + (DC)^2 ) and DC = AC - AD. Since A, B, C are_collinear and CE perpendicular_to AC, we can use Pythagoras on triangle BCE:  BC^2 + CE^2 = BE^2. But BE = BD + DE and DE = AC - AD + AB, however, only (AB, has_measure, 2), (BD, has_measure, 7/3) are given for these,  and (CE, has_measure, 9). But we can compute AC using (AE, is_a, segment) and given lengths, no direct computation leads to BC, wait:  Given collinearity A, B, C we know that (AC, has_measure, AB + BC). Since (AD, has_measure, AD) is unknown we have to relate via known segments.",0,OK
run-1-llama,full_text + noisy_diagram[bg_change],151,5.1,5.0,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],152,4m,2.5_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],153,1.5m,1.0_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],157,\frac{3}{5},0.6,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],198,60,60,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],207,157.1,12.6,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],210,15,13_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],211,38,142_deg,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],223,\sqrt{7},3√2,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],239,8,4_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],243,1591,1720,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],257,15,13_units,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],264,60,80,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],281,0.38,0.38,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],327,11.8,8.0,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],348,285,251,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],364,74.85,72.34,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[bg_change],365,23.9,45.0,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],420,8,6,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],432,8.246,√((5 - (-3))² + (2 - 4)²) = √(8² + (-2)²) = √(64 + 4) = √68,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{25} - \frac{(y+3)^2}{0} = 1,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],441,$\frac{4}{5}$,4/5,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],447,$\frac{20}{29}$,1,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],449,$\frac{1}{x}$,1/x,1,OK
run-1-llama,full_text + noisy_diagram[bg_change],457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = 36,0,OK
run-1-llama,full_text + noisy_diagram[bg_change],472,"(0,0)","(0, 0)",1,OK
run-1-llama,full_text + noisy_diagram[blur],1,140°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],2,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],3,55°,70,0,OK
run-1-llama,full_text + noisy_diagram[blur],4,27°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],7,45°,35,0,OK
run-1-llama,full_text + noisy_diagram[blur],8,3cm,5.0,0,OK
run-1-llama,full_text + noisy_diagram[blur],9,6cm,12_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],10,72°,72,1,OK
run-1-llama,full_text + noisy_diagram[blur],11,84°,108,0,OK
run-1-llama,full_text + noisy_diagram[blur],14,55°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],16,25°,25,1,OK
run-1-llama,full_text + noisy_diagram[blur],17,65°,65_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],20,20°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],22,62°,28_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],25,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],26,12,22m,0,OK
run-1-llama,full_text + noisy_diagram[blur],29,115°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],30,60°,60_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],32,76°,52_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],34,80°,100_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],36,20°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],37,25°,50,0,OK
run-1-llama,full_text + noisy_diagram[blur],38,40°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],40,50°,50_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],43,40°,40_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],44,9m,30,0,OK
run-1-llama,full_text + noisy_diagram[blur],45,70°,70_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],46,110°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],48,130°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],49,100°,75_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],50,140°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],53,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],55,55°,20,0,OK
run-1-llama,full_text + noisy_diagram[blur],56,40°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],57,20°,20_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],58,55°,35,0,OK
run-1-llama,full_text + noisy_diagram[blur],59,50°,80,0,OK
run-1-llama,full_text + noisy_diagram[blur],60,45°,45_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],64,40cm,160,0,OK
run-1-llama,full_text + noisy_diagram[blur],72,8cm,12,0,OK
run-1-llama,full_text + noisy_diagram[blur],73,140°,0,0,OK
run-1-llama,full_text + noisy_diagram[blur],78,125°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],79,16cm,16,1,OK
run-1-llama,full_text + noisy_diagram[blur],81,25°,20_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],84,√{3},1.0,0,OK
run-1-llama,full_text + noisy_diagram[blur],86,2√{3},2_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],88,128°,80_deg,0,OK
run-1-llama,full_text + noisy_diagram[blur],95,30°,30_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],99,64°,64_deg,1,OK
run-1-llama,full_text + noisy_diagram[blur],108,8m,8_units,1,OK
run-1-llama,full_text + noisy_diagram[blur],109,40°,40,1,OK
run-1-llama,full_text + noisy_diagram[blur],112,2.4,1.3,0,OK
run-1-llama,full_text + noisy_diagram[blur],114,\frac{1}{2}cm^{2},0.57,0,OK
run-1-llama,full_text + noisy_diagram[blur],115,4πcm,12.0 * pi units,0,OK
run-1-llama,full_text + noisy_diagram[blur],117,2√{2}cm,2.5980762113533165,0,OK
run-1-llama,full_text + noisy_diagram[blur],119,240cm^{2},240π,0,OK
run-1-llama,full_text + noisy_diagram[blur],120,9πcm^{2},πr^2,0,OK
run-1-llama,full_text + noisy_diagram[blur],123,15π,12π,0,OK
run-1-llama,full_text + noisy_diagram[blur],128,4cm,6_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],132,10.2m,12.0,0,OK
run-1-llama,full_text + noisy_diagram[blur],133,120m,80.0_m,0,OK
run-1-llama,full_text + noisy_diagram[blur],149,\frac{20}{3},6.0_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],150,\frac{40}{7}m,BC,0,OK
run-1-llama,full_text + noisy_diagram[blur],151,5.1,5_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],152,4m,2.5_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],153,1.5m,1.0_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],157,\frac{3}{5},0.6,1,OK
run-1-llama,full_text + noisy_diagram[blur],165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,full_text + noisy_diagram[blur],198,60,60,1,OK
run-1-llama,full_text + noisy_diagram[blur],207,157.1,68.3,0,OK
run-1-llama,full_text + noisy_diagram[blur],210,15,13_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],211,38,38,1,OK
run-1-llama,full_text + noisy_diagram[blur],223,\sqrt{7},4,0,OK
run-1-llama,full_text + noisy_diagram[blur],239,8,11_units,0,OK
run-1-llama,full_text + noisy_diagram[blur],243,1591,2177,0,OK
run-1-llama,full_text + noisy_diagram[blur],257,15,13,0,OK
run-1-llama,full_text + noisy_diagram[blur],264,60,100,0,OK
run-1-llama,full_text + noisy_diagram[blur],281,0.38,0.43,1,OK
run-1-llama,full_text + noisy_diagram[blur],327,11.8,10.7,0,OK
run-1-llama,full_text + noisy_diagram[blur],348,285,280,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[blur],364,74.85,36.50,0,OK
run-1-llama,full_text + noisy_diagram[blur],365,23.9,90.0,0,OK
run-1-llama,full_text + noisy_diagram[blur],420,8,8,1,OK
run-1-llama,full_text + noisy_diagram[blur],432,8.246,10,0,OK
run-1-llama,full_text + noisy_diagram[blur],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(x^2/a^2) - (y^2/b^2) = 1,0,OK
run-1-llama,full_text + noisy_diagram[blur],441,$\frac{4}{5}$,sin(a) = y-coordinate of P,0,OK
run-1-llama,full_text + noisy_diagram[blur],447,$\frac{20}{29}$,P,0,OK
run-1-llama,full_text + noisy_diagram[blur],449,$\frac{1}{x}$,1,0,OK
run-1-llama,full_text + noisy_diagram[blur],457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = 36,0,OK
run-1-llama,full_text + noisy_diagram[blur],472,"(0,0)",C,0,OK
run-1-llama,full_text + noisy_diagram[illumination],1,140°,80_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],2,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],3,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],4,27°,72_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],7,45°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],8,3cm,5.0,0,OK
run-1-llama,full_text + noisy_diagram[illumination],9,6cm,15.0_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],10,72°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],11,84°,60,0,OK
run-1-llama,full_text + noisy_diagram[illumination],14,55°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],16,25°,25_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],17,65°,65,1,OK
run-1-llama,full_text + noisy_diagram[illumination],20,20°,20_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],22,62°,28_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],25,65°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],26,12,3.2,0,OK
run-1-llama,full_text + noisy_diagram[illumination],29,115°,Cannot be determined,0,OK
run-1-llama,full_text + noisy_diagram[illumination],30,60°,60_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],32,76°,52,0,OK
run-1-llama,full_text + noisy_diagram[illumination],34,80°,100_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],36,20°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],37,25°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],38,40°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],40,50°,50_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],43,40°,70_deg,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[illumination],44,9m,1.5_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],45,70°,70_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],46,110°,70_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],48,130°,50_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],49,100°,35_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],50,140°,90_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],53,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],55,55°,20,0,OK
run-1-llama,full_text + noisy_diagram[illumination],56,40°,20_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],57,20°,20_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],58,55°,55_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],59,50°,80_deg,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[illumination],60,45°,45,1,OK
run-1-llama,full_text + noisy_diagram[illumination],64,40cm,100,0,OK
run-1-llama,full_text + noisy_diagram[illumination],72,8cm,8_units,1,OK
run-1-llama,full_text + noisy_diagram[illumination],73,140°,120_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],78,125°,110_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],79,16cm,16,1,OK
run-1-llama,full_text + noisy_diagram[illumination],81,25°,40_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],84,√{3},1.0_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],86,2√{3},2,0,OK
run-1-llama,full_text + noisy_diagram[illumination],88,128°,64_deg,0,OK
run-1-llama,full_text + noisy_diagram[illumination],95,30°,30_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],99,64°,64,1,OK
run-1-llama,full_text + noisy_diagram[illumination],108,8m,8_units,1,OK
run-1-llama,full_text + noisy_diagram[illumination],109,40°,90,0,OK
run-1-llama,full_text + noisy_diagram[illumination],112,2.4,2.4_units,1,OK
run-1-llama,full_text + noisy_diagram[illumination],114,\frac{1}{2}cm^{2},0,0,OK
run-1-llama,full_text + noisy_diagram[illumination],115,4πcm,12.566,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[illumination],117,2√{2}cm,3_cm,0,OK
run-1-llama,full_text + noisy_diagram[illumination],119,240cm^{2},24_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],120,9πcm^{2},25π,0,OK
run-1-llama,full_text + noisy_diagram[illumination],123,15π,12π,0,OK
run-1-llama,full_text + noisy_diagram[illumination],128,4cm,6_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],132,10.2m,6.0,0,OK
run-1-llama,full_text + noisy_diagram[illumination],133,120m,80.0_m,0,OK
run-1-llama,full_text + noisy_diagram[illumination],149,\frac{20}{3},6.0,0,OK
run-1-llama,full_text + noisy_diagram[illumination],150,\frac{40}{7}m,BC has a measure of 5/3,0,OK
run-1-llama,full_text + noisy_diagram[illumination],151,5.1,No answer,0,OK
run-1-llama,full_text + noisy_diagram[illumination],152,4m,2.5,0,OK
run-1-llama,full_text + noisy_diagram[illumination],153,1.5m,1,0,OK
run-1-llama,full_text + noisy_diagram[illumination],157,\frac{3}{5},3/5,1,OK
run-1-llama,full_text + noisy_diagram[illumination],165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,full_text + noisy_diagram[illumination],198,60,60,1,OK
run-1-llama,full_text + noisy_diagram[illumination],207,157.1,114.2,0,OK
run-1-llama,full_text + noisy_diagram[illumination],210,15,20_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],211,38,38_deg,1,OK
run-1-llama,full_text + noisy_diagram[illumination],223,\sqrt{7},5,0,OK_AFTER_JSON_REPAIR
run-1-llama,full_text + noisy_diagram[illumination],239,8,4_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],243,1591,150x + 91,0,OK
run-1-llama,full_text + noisy_diagram[illumination],257,15,20_units,0,OK
run-1-llama,full_text + noisy_diagram[illumination],264,60,100,0,OK
run-1-llama,full_text + noisy_diagram[illumination],281,0.38,0.38,1,OK
run-1-llama,full_text + noisy_diagram[illumination],327,11.8,9.5,0,OK
run-1-llama,full_text + noisy_diagram[illumination],348,285,251,0,OK
run-1-llama,full_text + noisy_diagram[illumination],364,74.85,65.90,0,OK
run-1-llama,full_text + noisy_diagram[illumination],365,23.9,30.0,0,OK
run-1-llama,full_text + noisy_diagram[illumination],420,8,10,0,OK
run-1-llama,full_text + noisy_diagram[illumination],432,8.246,√((x2 - x1)^2 + (y2 - y1)^2),0,OK
run-1-llama,full_text + noisy_diagram[illumination],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{25} - \frac{(y+3)^2}{25} = 1,1,OK
