run_folder,case_label,problem_index,ground_truth,predicted,correct,status
first run,full_text + noisy_diagram[bg_change],84,√{3},Cannot be determined,0,OK
first run,full_text + noisy_diagram[bg_change],86,2√{3},2,0,OK
first run,full_text + noisy_diagram[bg_change],88,128°,42_deg,0,OK
first run,full_text + noisy_diagram[bg_change],95,30°,150_deg,0,OK
first run,full_text + noisy_diagram[bg_change],99,64°,26 degrees,0,OK
first run,full_text + noisy_diagram[bg_change],108,8m,8 units,1,OK
first run,full_text + noisy_diagram[bg_change],109,40°,90,0,OK
first run,full_text + noisy_diagram[bg_change],112,2.4,3.2,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[bg_change],114,\frac{1}{2}cm^{2},π/4,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[bg_change],115,4πcm,6 units,0,OK
first run,full_text + noisy_diagram[bg_change],117,2√{2}cm,3 cm,0,OK
first run,full_text + noisy_diagram[bg_change],119,240cm^{2},576π cm²,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[bg_change],120,9πcm^{2},0,0,OK
first run,full_text + noisy_diagram[bg_change],123,15π,15π,1,OK
first run,full_text + noisy_diagram[bg_change],128,4cm,6,0,OK
first run,full_text + noisy_diagram[bg_change],132,10.2m,12.0,0,OK
first run,full_text + noisy_diagram[bg_change],133,120m,60.0_m,0,OK
first run,full_text + noisy_diagram[bg_change],149,\frac{20}{3},16.0,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[bg_change],150,\frac{40}{7}m,9,0,OK
first run,full_text + noisy_diagram[bg_change],151,5.1,5.0,1,OK
first run,full_text + noisy_diagram[bg_change],152,4m,2,0,OK
first run,full_text + noisy_diagram[bg_change],153,1.5m,1.8,0,OK
first run,full_text + noisy_diagram[bg_change],157,\frac{3}{5},0.75,0,OK
first run,full_text + noisy_diagram[bg_change],165,\frac{√{3}}{2},sin(B) cannot be determined from the given information.,0,OK
first run,full_text + noisy_diagram[bg_change],198,60,0,0,OK
first run,full_text + noisy_diagram[bg_change],207,157.1,62.8,0,OK
first run,full_text + noisy_diagram[bg_change],210,15,16,0,OK
first run,full_text + noisy_diagram[bg_change],211,38,83°,0,OK
first run,full_text + noisy_diagram[bg_change],223,\sqrt{7},x√2,0,OK
first run,full_text + noisy_diagram[bg_change],239,8,4,0,OK
first run,full_text + noisy_diagram[bg_change],243,1591,91 miles,0,OK
first run,full_text + noisy_diagram[bg_change],257,15,16,0,OK
first run,full_text + noisy_diagram[bg_change],264,60,30 degrees,0,OK
first run,full_text + noisy_diagram[bg_change],281,0.38,0.96,0,OK
first run,full_text + noisy_diagram[bg_change],327,11.8,5.0,0,OK
first run,full_text + noisy_diagram[bg_change],348,285,198,0,OK
first run,full_text + noisy_diagram[bg_change],364,74.85,65.90,0,OK
first run,full_text + noisy_diagram[bg_change],365,23.9,67.4,0,OK
first run,full_text + noisy_diagram[bg_change],420,8,16,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[bg_change],432,8.246,"The distance between A and B is not explicitly provided in the triples. The triples only define the relationships between points A, B, and the segment AB.",0,OK
first run,full_text + noisy_diagram[bg_change],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,x^2 - y^2 = 25,0,OK
first run,full_text + noisy_diagram[bg_change],441,$\frac{4}{5}$,Cannot be determined,0,OK
first run,full_text + noisy_diagram[bg_change],447,$\frac{20}{29}$,20/29,0,OK
first run,full_text + noisy_diagram[bg_change],449,$\frac{1}{x}$,The value of sec theta at point P is not determinable from the given triples.,0,OK
first run,full_text + noisy_diagram[bg_change],457,$(x-1)^{2}+(y-3)^{2}=36$,x^2 + y^2 = 6^2,0,OK
first run,full_text + noisy_diagram[bg_change],472,"(0,0)",B,0,OK
first run,full_text + noisy_diagram[blur],1,140°,60 degrees,0,OK
first run,full_text + noisy_diagram[blur],2,65°,Unknown,0,OK
first run,full_text + noisy_diagram[blur],3,55°,70 degrees,0,OK
first run,full_text + noisy_diagram[blur],4,27°,36_deg,0,OK
first run,full_text + noisy_diagram[blur],7,45°,35,0,OK
first run,full_text + noisy_diagram[blur],8,3cm,12 units,0,OK
first run,full_text + noisy_diagram[blur],9,6cm,12 units,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],10,72°,36_deg,0,OK
first run,full_text + noisy_diagram[blur],11,84°,60_deg,0,OK
first run,full_text + noisy_diagram[blur],14,55°,30 degrees,0,OK
first run,full_text + noisy_diagram[blur],16,25°,50 degrees,0,OK
first run,full_text + noisy_diagram[blur],17,65°,65_deg,1,OK
first run,full_text + noisy_diagram[blur],20,20°,40_deg,0,OK
first run,full_text + noisy_diagram[blur],22,62°,28 degrees,0,OK
first run,full_text + noisy_diagram[blur],25,65°,50 degrees,0,OK
first run,full_text + noisy_diagram[blur],26,12,22.0_m,0,OK
first run,full_text + noisy_diagram[blur],29,115°,50_deg,0,OK
first run,full_text + noisy_diagram[blur],30,60°,30_deg,0,OK
first run,full_text + noisy_diagram[blur],32,76°,52 degrees,0,OK
first run,full_text + noisy_diagram[blur],34,80°,100,0,OK
first run,full_text + noisy_diagram[blur],36,20°,50 degrees,0,OK
first run,full_text + noisy_diagram[blur],37,25°,50 degrees,0,OK
first run,full_text + noisy_diagram[blur],38,40°,70 degrees,0,OK
first run,full_text + noisy_diagram[blur],40,50°,50 degrees,1,OK
first run,full_text + noisy_diagram[blur],43,40°,130 degrees,0,OK
first run,full_text + noisy_diagram[blur],44,9m,1.5,0,OK
first run,full_text + noisy_diagram[blur],45,70°,35_deg,0,OK
first run,full_text + noisy_diagram[blur],46,110°,70_deg,0,OK
first run,full_text + noisy_diagram[blur],48,130°,100°,0,OK
first run,full_text + noisy_diagram[blur],49,100°,35_deg,0,OK
first run,full_text + noisy_diagram[blur],50,140°,50_deg,0,OK
first run,full_text + noisy_diagram[blur],53,55°,BFD,0,OK
first run,full_text + noisy_diagram[blur],55,55°,3,0,OK
first run,full_text + noisy_diagram[blur],56,40°,20 degrees,0,OK
first run,full_text + noisy_diagram[blur],57,20°,20 degrees,1,OK
first run,full_text + noisy_diagram[blur],58,55°,55,1,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],59,50°,80 degrees,0,OK
first run,full_text + noisy_diagram[blur],60,45°,135_deg,0,OK
first run,full_text + noisy_diagram[blur],64,40cm,200.0,0,OK
first run,full_text + noisy_diagram[blur],72,8cm,16,0,OK
first run,full_text + noisy_diagram[blur],73,140°,70 degrees,0,OK
first run,full_text + noisy_diagram[blur],78,125°,70 degrees,0,OK
first run,full_text + noisy_diagram[blur],79,16cm,AD,0,OK
first run,full_text + noisy_diagram[blur],81,25°,40,0,OK
first run,full_text + noisy_diagram[blur],84,√{3},BC,0,OK
first run,full_text + noisy_diagram[blur],86,2√{3},2,0,OK
first run,full_text + noisy_diagram[blur],88,128°,42_deg,0,OK
first run,full_text + noisy_diagram[blur],95,30°,90_deg,0,OK
first run,full_text + noisy_diagram[blur],99,64°,26 degrees,0,OK
first run,full_text + noisy_diagram[blur],108,8m,8,1,OK
first run,full_text + noisy_diagram[blur],109,40°,130,0,OK
first run,full_text + noisy_diagram[blur],112,2.4,2.5,0,OK
first run,full_text + noisy_diagram[blur],114,\frac{1}{2}cm^{2},0.5,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],115,4πcm,4*pi + 12,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],117,2√{2}cm,120 degrees,0,OK
first run,full_text + noisy_diagram[blur],119,240cm^{2},0,0,OK
first run,full_text + noisy_diagram[blur],120,9πcm^{2},5 units,0,OK
first run,full_text + noisy_diagram[blur],123,15π,12π,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],128,4cm,6,0,OK
first run,full_text + noisy_diagram[blur],132,10.2m,The height of the pavilion AB is not explicitly stated in the provided triples.,0,OK
first run,full_text + noisy_diagram[blur],133,120m,89.44_m,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],149,\frac{20}{3},16.0,0,OK
first run,full_text + noisy_diagram[blur],150,\frac{40}{7}m,9,0,OK
first run,full_text + noisy_diagram[blur],151,5.1,5 units,1,OK
first run,full_text + noisy_diagram[blur],152,4m,1.9,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],153,1.5m,1.8,0,OK
first run,full_text + noisy_diagram[blur],157,\frac{3}{5},4/5,0,OK
first run,full_text + noisy_diagram[blur],165,\frac{√{3}}{2},sin(B) = 1/sqrt(5),0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],198,60,60,1,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],207,157.1,62.8,0,OK
first run,full_text + noisy_diagram[blur],210,15,16,0,OK
first run,full_text + noisy_diagram[blur],211,38,38,1,OK
first run,full_text + noisy_diagram[blur],223,\sqrt{7},3√2,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],239,8,7,0,OK
first run,full_text + noisy_diagram[blur],243,1591,Unknown,0,OK
first run,full_text + noisy_diagram[blur],257,15,5,0,OK
first run,full_text + noisy_diagram[blur],264,60,10x,0,OK
first run,full_text + noisy_diagram[blur],281,0.38,0.60,0,OK
first run,full_text + noisy_diagram[blur],327,11.8,10.7,0,OK
first run,full_text + noisy_diagram[blur],348,285,198,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],364,74.85,65.90,0,OK
first run,full_text + noisy_diagram[blur],365,23.9,10.3,0,OK
first run,full_text + noisy_diagram[blur],420,8,Cannot be determined,0,OK
first run,full_text + noisy_diagram[blur],432,8.246,8,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is not explicitly defined by the provided triples.,0,OK
first run,full_text + noisy_diagram[blur],441,$\frac{4}{5}$,1/2,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[blur],447,$\frac{20}{29}$,20/29,0,OK
first run,full_text + noisy_diagram[blur],449,$\frac{1}{x}$,1.5,0,OK
first run,full_text + noisy_diagram[blur],457,$(x-1)^{2}+(y-3)^{2}=36$,x^2 + y^2 = 6^2,0,OK
first run,full_text + noisy_diagram[blur],472,"(0,0)",O,0,OK
first run,full_text + noisy_diagram[illumination],1,140°,60 degrees,0,OK
first run,full_text + noisy_diagram[illumination],2,65°,Unknown,0,OK
first run,full_text + noisy_diagram[illumination],3,55°,70 degrees,0,OK
first run,full_text + noisy_diagram[illumination],4,27°,36_deg,0,OK
first run,full_text + noisy_diagram[illumination],7,45°,35,0,OK
first run,full_text + noisy_diagram[illumination],8,3cm,7.0,0,OK
first run,full_text + noisy_diagram[illumination],9,6cm,12,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],10,72°,36,0,OK
first run,full_text + noisy_diagram[illumination],11,84°,36,0,OK
first run,full_text + noisy_diagram[illumination],14,55°,35 degrees,0,OK
first run,full_text + noisy_diagram[illumination],16,25°,50 degrees,0,OK
first run,full_text + noisy_diagram[illumination],17,65°,42_deg,0,OK
first run,full_text + noisy_diagram[illumination],20,20°,140 degrees,0,OK
first run,full_text + noisy_diagram[illumination],22,62°,28_deg,0,OK
first run,full_text + noisy_diagram[illumination],25,65°,50 degrees,0,OK
first run,full_text + noisy_diagram[illumination],26,12,22.0_m,0,OK
first run,full_text + noisy_diagram[illumination],29,115°,30,0,OK
first run,full_text + noisy_diagram[illumination],30,60°,30_deg,0,OK
first run,full_text + noisy_diagram[illumination],32,76°,52 degrees,0,OK
first run,full_text + noisy_diagram[illumination],34,80°,100 degrees,0,OK
first run,full_text + noisy_diagram[illumination],36,20°,50 degrees,0,OK
first run,full_text + noisy_diagram[illumination],37,25°,50 degrees,0,OK
first run,full_text + noisy_diagram[illumination],38,40°,Cannot be determined.,0,OK
first run,full_text + noisy_diagram[illumination],40,50°,50 degrees,1,OK
first run,full_text + noisy_diagram[illumination],43,40°,30_deg,0,OK
first run,full_text + noisy_diagram[illumination],44,9m,1.5,0,OK
first run,full_text + noisy_diagram[illumination],45,70°,35 degrees,0,OK
first run,full_text + noisy_diagram[illumination],46,110°,70_deg,0,OK
first run,full_text + noisy_diagram[illumination],48,130°,50,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],49,100°,35_deg,0,OK
first run,full_text + noisy_diagram[illumination],50,140°,50 degrees,0,OK
first run,full_text + noisy_diagram[illumination],53,55°,BFD,0,OK
first run,full_text + noisy_diagram[illumination],55,55°,3,0,OK
first run,full_text + noisy_diagram[illumination],56,40°,20 degrees,0,OK
first run,full_text + noisy_diagram[illumination],57,20°,20 degrees,1,OK
first run,full_text + noisy_diagram[illumination],58,55°,55,1,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],59,50°,80_deg,0,OK
first run,full_text + noisy_diagram[illumination],60,45°,135,0,OK
first run,full_text + noisy_diagram[illumination],64,40cm,200,0,OK
first run,full_text + noisy_diagram[illumination],72,8cm,16,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],73,140°,70 degrees,0,OK
first run,full_text + noisy_diagram[illumination],78,125°,70 degrees,0,OK
first run,full_text + noisy_diagram[illumination],79,16cm,AD,0,OK
first run,full_text + noisy_diagram[illumination],81,25°,40,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],84,√{3},OA + OB + OC,0,OK
first run,full_text + noisy_diagram[illumination],86,2√{3},2,0,OK
first run,full_text + noisy_diagram[illumination],88,128°,42_deg,0,OK
first run,full_text + noisy_diagram[illumination],95,30°,90 degrees,0,OK
first run,full_text + noisy_diagram[illumination],99,64°,26 degrees,0,OK
first run,full_text + noisy_diagram[illumination],108,8m,8 units,1,OK
first run,full_text + noisy_diagram[illumination],109,40°,90,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],112,2.4,2.5,0,OK
first run,full_text + noisy_diagram[illumination],114,\frac{1}{2}cm^{2},1.5,0,OK
first run,full_text + noisy_diagram[illumination],115,4πcm,6 * 3.464,0,OK
first run,full_text + noisy_diagram[illumination],117,2√{2}cm,3,0,OK
first run,full_text + noisy_diagram[illumination],119,240cm^{2},0,0,OK
first run,full_text + noisy_diagram[illumination],120,9πcm^{2},25π,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],123,15π,12.0,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],128,4cm,6,0,OK
first run,full_text + noisy_diagram[illumination],132,10.2m,3.6,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],133,120m,120.0_units,0,OK
first run,full_text + noisy_diagram[illumination],149,\frac{20}{3},Not enough information,0,OK
first run,full_text + noisy_diagram[illumination],150,\frac{40}{7}m,BC,0,OK
first run,full_text + noisy_diagram[illumination],151,5.1,20_units,0,OK
first run,full_text + noisy_diagram[illumination],152,4m,1.6,0,OK
first run,full_text + noisy_diagram[illumination],153,1.5m,1.8,0,OK
first run,full_text + noisy_diagram[illumination],157,\frac{3}{5},-1,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],165,\frac{√{3}}{2},sin(B) cannot be determined from the given information.,0,OK
first run,full_text + noisy_diagram[illumination],198,60,169,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],207,157.1,628.3,0,OK
first run,full_text + noisy_diagram[illumination],210,15,16,0,OK
first run,full_text + noisy_diagram[illumination],211,38,83,0,OK
first run,full_text + noisy_diagram[illumination],223,\sqrt{7},x = √43,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],239,8,3,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],243,1591,The distance from Phoenix to Atlanta is 73.8x.,0,OK
first run,full_text + noisy_diagram[illumination],257,15,16,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],264,60,30_deg,0,OK
first run,full_text + noisy_diagram[illumination],281,0.38,0.81,0,OK
first run,full_text + noisy_diagram[illumination],327,11.8,10.7,0,OK
first run,full_text + noisy_diagram[illumination],348,285,198,0,OK
first run,full_text + noisy_diagram[illumination],364,74.85,65.90,0,OK
first run,full_text + noisy_diagram[illumination],365,23.9,90.0,0,OK
first run,full_text + noisy_diagram[illumination],420,8,x = 6,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],432,8.246,5,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is (x+3)^2 - (y+3)^2 = 1,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[illumination],441,$\frac{4}{5}$,undefined,0,OK
first run,full_text + noisy_diagram[illumination],447,$\frac{20}{29}$,20/29,0,OK
first run,full_text + noisy_diagram[illumination],449,$\frac{1}{x}$,1,0,OK
first run,full_text + noisy_diagram[illumination],457,$(x-1)^{2}+(y-3)^{2}=36$,x^2 + y^2 = 6^2,0,OK
first run,full_text + noisy_diagram[illumination],472,"(0,0)",O,0,OK
first run,full_text + noisy_diagram[irr_objects],1,140°,60 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],2,65°,90_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],3,55°,70 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],4,27°,36_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],7,45°,70,0,OK
first run,full_text + noisy_diagram[irr_objects],8,3cm,12 units,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[irr_objects],9,6cm,12,0,OK_AFTER_JSON_REPAIR
first run,full_text + noisy_diagram[irr_objects],10,72°,90,0,OK
first run,full_text + noisy_diagram[irr_objects],11,84°,36 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],14,55°,35_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],16,25°,50,0,OK
first run,full_text + noisy_diagram[irr_objects],17,65°,23_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],20,20°,40,0,OK
first run,full_text + noisy_diagram[irr_objects],22,62°,28_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],25,65°,50 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],26,12,22.0_m,0,OK
first run,full_text + noisy_diagram[irr_objects],29,115°,50_deg,0,OK
first run,full_text + noisy_diagram[irr_objects],30,60°,30 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],32,76°,52 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],34,80°,100 degrees,0,OK
first run,full_text + noisy_diagram[irr_objects],36,20°,Cannot be determined.,0,OK
first run,full_text + noisy_diagram[irr_objects],37,25°,50 degrees,0,OK
